text,sentiment,text_clean
aplikasi shopee yg pelittt sering belanja disini tpi pelit tidak pernah kasih spaylater dan pinjaman aplikasi pelittt... rasakanlh kau bintang 1 dan stop belanja disini... aplikasi miskin pelittt... sering blnja tpi pelittt...,negatif,aplikasi shopee pelittt belanja tpi pelit kasih spaylater pinjam aplikasi pelittt rasakanlh kau bintang stop belanja aplikasi miskin pelittt blnja tpi pelittt
"pengiriman lama terus juga,promo nya dikit bgt heran waktunya dikit tapi shopee nya lemot",netral,kirim jugapromo nya dikit banget heran dikit shopee nya lambat
bagus sekarang komplit dan cepat ...knp saya daftar spinjam Gx bisa,positif,bagus komplit cepat daftar spinjam gx
aman dan tepat waktu,positif,aman
mntul,positif,mntul
"Gimana cara melaporkan kurir yang tidak mau mengantarkan paketan barang besar semisal terpal..? Yang terkait hanya miscall seolah kami tdak bisa di hubungi, Tapi ketika kami hubungi tidak merespon. Mohon pihak shopee memberi tindakan.",negatif,gimana lapor kurir antar paket barang terpal kait miscall tdak hubung hubung merespon mohon shopee tindak
"maksa banget ni aplikasi sampai di website apa aja pasti maksa masuk ke aplikasi nya, maaf saya gak bisa setiap saat belanja ya🙏",negatif,maksa ni aplikasi website maksa masuk aplikasi nya maaf belanja ya
"bagus,mntap memuaskan",positif,bagusmntap muas
belanja di shopee super kumplit... banyak promo... pokonya tiada Tara tiada banding.. the best,positif,belanja shopee super kumplit promo poko tiada tara tiada banding the best
lebih mudah untuk berbelanja,positif,mudah belanja
"pengiriman paket melalui SPX-Express surabaya-Pandeglang 1minggu lebih g sampai² ke alamat tujuan, ktrangan dari kurir tdk bisa antar paket karena tdk ada armada atau motor, pdhal paket sy cuma 1 dus air club besar yg isinya cuma baju. Lalu paket trsbut mau di retur otomatis jika tdk di ambil ke gudang. kebijakan macam apa ya? 1minggu paket mangkrak di agen cibaliung lalu mau di retur? kalo ga bisa ngater paket kn bisa konfirmasi dari awal sampai cibaliung, jgn nunggu 1minggu baru konfirmasi.",negatif,kirim paket spxexpress surabayapandeglang minggu g sampai alamat tuju ktrangan kurir tdk paket tdk armada motor pdhal paket sy dus air club isi baju paket trsbut retur otomatis tdk ambil gudang bijak ya minggu paket mangkrak agen cibaliung retur ngater paket konfirmasi cibaliung nunggu minggu konfirmasi
tolong buat para penjual yg menjual barang bijian di teliti jumlah barang...dan pengiriman sering terlambat/ lama,positif,tolong jual jual barang biji teliti barangdan kirim lambat
sangat memudahkan mencari dan membeli barang yang kita inginkan,positif,mudah cari beli barang
"Belanja murah, oke mantap",positif,belanja murah tuju mantap
skarng pengiriman barang samakin lama. 8 sampai 10 hari. dulu enak 6 sampai 7 hari sudah sampai.,negatif,skarng kirim barang samakin enak
propesional,positif,propesional
beli apapun lebih sntai,positif,beli apa sntai
bagus dan sesuai,positif,bagus sesuai
"Smuanya baik , cepat and memuaskan",positif,smuanya cepat and muas
pengembaliam dana di tolak driver tidak jujur,negatif,pengembaliam dana tolak driver jujur
"sangat memuaskan, cepat, hemat, mantap",positif,muas cepat hemat mantap
"woi kalo nge iklan ngotak dikit kek, masa iya ada ""x"" tipuan maksa bgt buat di download apalagi kalau iklannya tiba-tiba masuk ke PlayStore suruh download ngnthot bet",negatif,woi nge iklan ngotak dikit kek iya x tipu maksa banget download iklan tibatiba masuk playstore suruh download ngnthot bet
great online shopping place,positif,great online shopping place
"sangat terbantu, semoga selalu amanah dengan produk""nya dan selalu berguna bagi semua pengguna",positif,bantu moga amanah produk guna guna
"apk belanja online terekomendasi,dan sangat ok",positif,aplikasi belanja online terekomendasidan tuju
mantap gratis ongkos stiap hari,positif,mantap gratis ongkos stiap
Easy to used aplication.,positif,easy to used aplication
sangat baik dan membantu saya selama ini..,positif,bantu
gara2 telat bayar.s paylater di non aktif kan sementara.padahal udah di lunasin.telat juga karna hp saya ilang jadi ngurus no yg terdaftar di shopee langsung di lunasin ..,negatif,gara telat bayars paylater non aktif sementarapadahal udah lunasintelat hp hilang ngurus no daftar shopee langsung lunasin
"kenapa setelah update, pilihan lokasinya jd ga ada kota bandung?",positif,update pilih lokasi kota bandung
"jujur suka bngtt bngtt bngtt sama shopee, buat belanja enak aman trs murahh banyak jg diskon nyaa, dari semua apk buat belanja online aku recomend apk shopee ini, selain apk nya gampang di buka sama gampang untuk co nya ini jugaa barang nya bagus baguss topp pokonyamah, kalo soal ada barang yg ga sesuai ekspektasi kita itu bukan salah shopee nyaa ya tp itu salah toko nya, saran dari aku kalo ada toko yg nipu gitu report ajaa!! POKONYA SHOPEE BEST",positif,jujur suka bngtt bngtt bngtt shopee belanja enak aman trs murahh diskon nyaa aplikasi belanja online recomend aplikasi shopee aplikasi nya gampang buka gampang co nya jugaa barang nya bagus baguss topp pokonyamah barang sesuai ekspektasi salah shopee nyaa ya tp salah toko nya saran toko nipu report ajaa poko shopee best
sangat membantu dalam mendapatkan suatu barang,positif,bantu barang
bagus membantu belanja mencari yg murah tapi ga murahan,positif,bagus bantu belanja cari murah murah
mantap bisa pinjam uang bisa shopeliter mantap pokonyh,positif,mantap pinjam uang shopeliter mantap pokonyh
shope adalah aplikasi modern dan sangat di butuhkan semua manusia di era digital saat ini.,positif,shope aplikasi modern butuh manusia era digital
aplikasi cakep berguna,positif,aplikasi cakep guna
selalu sesuai pesanan,positif,sesuai pesan
soppe apps paling the best menurut ku sangat membantu..setiap mengajukan pinjaman ga pernah di tolak..mau brapa pun juga nominal nya..selalu cair sangat cepat ga sampe nunggu 1 menit..poko nya app the best deh.👍👍👍👍🙏🙏🙏,positif,soppe apps the best ku membantusetiap aju pinjam tolakmau brapa nominal nyaselalu cair cepat nunggu menitpoko nya app the best deh
"untuk semua bagus,hanya saja ketika masuk jangan otomatis video berat banget wifi full masih nyangkut nyangkut mau pindah laman,dan juga menuru saya jenis permainan jagan di ikut sertakan inikan untuk belanja online bukan game kurang tepat menurut saya game di ikut sertakan, ada lagi khusus untuk penjual agar di permudah di percepat untuk pencairan 1 x 24 bisa cair setelah barang di terima pembeli, 2 hari kelama'an menurut saya mohon di evaluasi kembali kebijakan kebijkannya",netral,bagushanya masuk otomatis video berat wifi full nyangkut nyangkut pindah lamandan menuru jenis main jagan serta ini belanja online game game serta khusus jual mudah cepat cair x cair barang terima beli mohon evaluasi bijak kebijkannya
sangat bagus untuk berbelanja,positif,bagus belanja
puas dan tidak mengecewakan,positif,puas kecewa
mudah menggunakan nya & nyaman,positif,mudah nya nyaman
"setiap saya mau membatalkan pesanan tapi penjual selalu menunda respons sampai waktu otomatis padahal lagi on Mohon agar Shopee menindak penjual seperti ini, karena memperlambat proses pembatalan dan tolong waktu otomatis nya di percepat karna bnyak seler yg gkbisa di ajak kompromi sangat memperlambat sekali",positif,batal pesan jual tunda respons otomatis on mohon shopee tindak jual lambat proses batal tolong otomatis nya cepat bnyak seler gkbisa ajak kompromi lambat
"waktu CO pembeli di kenakan BIAYA LAYANAN. estimasi sering terlewat, bahkan Barang tidak kunjung sampai kepada pembeli. mengajukan laporan barang belum tiba pihak shopee selalu minta maaf karena padatnya bla bla bla (itupun chat robot yg balas)... tiba ajukan pengembalian barang dikenakan Lagi Biaya Layanan. padahal yang salah Jasa pengirim tapi kita yang bayar. ini PERAMPOKAN !! Modus biaya layanan. mengajukan keluhan di sini. toh juga robot yg balas. semoga shope cepat bangkrut !! aminn",negatif,co beli kena biaya layan estimasi lewat barang kunjung beli aju lapor barang shopee maaf padat bla bla bla itu chat robot balas aju kembali barang kena biaya layan salah jasa kirim bayar ampo modus biaya layan aju keluh robot balas moga shope cepat bangkrut aminn
"berbelanja sangat mudah dan harga-harga nya pun cukup murah, plus dapat promo/discon lagi!!!!!!!",positif,belanja mudah hargaharga nya murah plus promodiscon
shopee market komplit terpercaya semoga amanah,positif,shopee market komplit percaya moga amanah
jelekkk,negatif,jelekkk
love,positif,love
masuk shope langsung d live mana ngebug lagi,negatif,masuk shope langsung live ngebug
good luck ya,positif,good luck ya
remen sanget..lan agawe gampang anggone blonjo,positif,remen sangetlan agawe gampang anggone blonjo
mantap kalii,positif,mantap kali
mudah digunakan n banyak manfaatnya,positif,mudah manfaat
"udh psn shopeefood yg prioritas udh 40 menit lbih g dpt2 driver, entah apa, niat biar cepet sampe malah sama aja, makin makin lama, dipikir org pesen yg prioritas bkn butuh cpt, tolong perbaiki lagi bukannya sedikit driver shopee food itu",negatif,psn shopeefood prioritas menit lbih g driver niat biar cepat pikir org sen prioritas butuh cpt tolong baik driver shopee food
barang nya murah,positif,barang nya murah
luat biasa amazing,positif,luat amazing
bagus mudah,positif,bagus mudah
cepet,positif,cepat
memperdah hidup,positif,perdah hidup
bagus banget. cuman tlong dong d perbaiki lagi soalnya setiap kali buka shopee selalu gk ada respon terus. please ya.,positif,bagus cuman tlong tolong baik kali buka shopee gk respon please ya
jelek bgt tlat bayar doang ampe d ancem2 mw d laporin k ojk pake ngomonng mau d bikin jelek nama kita. sumpah nyesel ak langganan sopie.pdhl smua cicilan ak bayar cm tlat doang krn gajianya ska mundur pokonya kcewa dgn shopie ak mw hps aplikasinya dan smua tman2 dan kluarga jg jd mls blanja dsni,negatif,jelek banget tlat bayar doang ampe ancem mw laporin ojk pake ngomonng bikin jelek nama sumpah nyesel langgan sopiepdhl smua cicil bayar cm tlat doang gajianya ska mundur poko kcewa shopie mw hps aplikasi smua tman kluarga malas blanja dsni
Aplikasi Shoope sangat komunikatidan berguna,positif,aplikasi shoope komunikatidan guna
pengalaman 4thn,positif,alam thn
suka dengan pelayanan yg baik,positif,suka layan
sangat di sarankan untuk pengguna baru,positif,saran guna
ok tq,positif,tuju tq
mempermudah segalanya...,positif,mudah
"ko skrng shoope ga ada buat cari ulasan terbarunya, pdhl itu mbantu bngt",netral,ko skrng shoope cari ulas baru mbantu banget
"paling murah ongkir banyak bratis baranf apa aja ada mantap, berjaya terus",positif,murah ongkir bratis baranf mantap jaya
shopeee mantap,positif,shopeee mantap
sengaja saya kasih bintang lima biar di atas. pihak shopee kalo ada penipuan tidak di respon dengan cepat. malah ini itu permasalahan tidak selesai percuma juga kalo g bs mengatasi masalah. padahal saya sudaj ajukan pengembalian tp kenapa pihak shopee tidak menanggapi dengan cepat. saya buat laporan ko cs shopee tapi tidak ditindaklanjuti. miris sekali saya harus bayar tagihan yg saya tidak terima pesanan ny 400rb bayangkan ini nama tokonya.. by Aprilia store waspada hati2 penipuan,positif,sengaja kasih bintang biar shopee tipu respon cepat masalah selesai g atas sudaj aju kembali tp shopee tanggap cepat lapor ko cs shopee ditindaklanjuti miris bayar tagih terima pesan ny rb bayang nama toko by aprilia store waspada hati tipu
woke,positif,woke
"tolong akun seller penipu modus top up saldo paylatter di hilangkan aja bos. menyusahkan orang"" yg membutuhkan. niat hati ingin tarik tunai saldo malah kena tipu",negatif,tolong akun seller tipu modus top up saldo paylatter hilang bos susah orang butuh niat hati tarik tunai saldo kena tipu
membantu berbelanja,positif,bantu belanja
"apk gajelas ,di TF ga masuk masuk pakai data pakai wifi sama aja. akhhhhh k*intil😡👎",negatif,aplikasi gajelas tf masuk masuk pakai data pakai wifi akhhhhh kintil
sangat terbantu dalam memenuhi kebutuhan belanja untuk perlengkapan semua jenis barang untuk pembangunan rumah,positif,bantu penuh butuh belanja lengkap jenis barang bangun rumah
kebijakan shopee aneh . tiba2 aja gue gak bisa cekout katanya klo tetap mlnjutkan cekout akun gw di blokir .,negatif,bijak shopee aneh cekout mlnjutkan cekout akun blokir
kau jangan caper iklan di HP kh yang muncul kau terus,negatif,kau caper iklan hp kh muncul kau
goooooooi,positif,goooooooi
Hamper sink why he's boga Jafar Na us Islam son Jacinta kadituh bring so* do nothing just sink get lain HP Nya hampuran anyone ahb,positif,hamper sink why hes boga jafar na us islam son jacinta kadituh bring so do nothing sink get hp nya hampuran anyone ahb
kenapa setiap masuk aplikasi Shopee selalu balik lagi ya kak,positif,masuk aplikasi shopee ya kak
shopepay saya kenapah di bekukan kak padahal saya sudah lunas semuah payleter saya saya kasih bintang 1 karna saya kecewa,negatif,shopepay kenapah beku kak lunas semuah payleter kasih bintang kecewa
i liked,positif,i liked
shopeeepay saya tidak bisa digunakan,negatif,shopeeepay
laamaaaa kntoll,negatif,laamaaaa kntoll
Banyak discount + paylater.Service memuaskan Banyak membantu,positif,discount paylaterservice muas bantu
saya sangat bangga dengan shopee,positif,bangga shopee
baguss..,positif,baguss
ini dari bintang 2 saya naikin bintang 4 karnaval ga bisa bayar pakai dana,positif,bintang naikin bintang karnaval bayar pakai dana
"yang perlu di rubah dari aplikasi ini 1. hilangkan otomatis ke shopee video, karena sangat menghambat dan mengganggu 2. jasa kirim lebih di perluas, jangan cuma spx yang di kasih gratis ongkir. karena spx sangat-sangat lelet",positif,rubah aplikasi hilang otomatis shopee video hambat ganggu jasa kirim luas spx kasih gratis ongkir spx sangatsangat lelet
spam,negatif,spam
bagus dan tepercaya,positif,bagus percaya
okeh juga,positif,okeh
sanggat membantu,positif,sanggat bantu
"tidak mengecewakan, tetapi tergantung tokoh ny jga sih",positif,kecewa gantung tokoh ny sih
terima kasih shopee atas pelayanannya cukup memuaskan,positif,terima kasih shopee layan muas
Sangat membantu terima kasih team shopee sukses selalu🙏👍,positif,bantu terima kasih team shopee sukses selalu
tidak rekomen untuk pinjol❌ bunga tinggi,netral,rekomen pinjol bunga
"sangat membantu, dan muda mendapatkan ap yg saya butuhkan",positif,bantu muda ap butuh
makasi admin,positif,makas admin
pengiriman leletttt,negatif,kirim leletttt
Shopee mantappp,positif,shopee mantappp
"gak bisa check out, selalu kembali ke halaman awal, kirim foto dan video keluhan juga tidak bisa terupload",negatif,check out halaman kirim foto video keluh terupload
sangat mnyenangkan ber belanja jdilebih mudah,positif,mnyenangkan ber belanja jdilebih mudah
udah mayan oke,positif,udah mayan tuju
aplikasi nya sering gak bisa dibuka/slow respon,positif,aplikasi nya dibukaslow respon
maju terus,positif,maju
terima kasih untuk terima kasih yang sudah,positif,terima kasih terima kasih
shopee real,positif,shopee real
pokoknya mantap,positif,pokok mantap
mantap shopee keren pokoknya mah 👍,positif,mantap shopee keren pokok mah
baru sadar kalau kita saling membutuhkan,positif,sadar butuh
apk gg mantab,positif,aplikasi gg mantab
SANGAT MEMUASKAN PELAYANANNYA,positif,muas layan
"belanja di sini puas banget,, segalanya ada di sini",positif,belanja puas
bobrok,negatif,bobrok
"sudah update,malah semakin lemod,setelah di cek out trus opsi pengiriman loading terus, padahal jaringan bagus. huff 😮‍💨😮‍💨😮‍💨. itu berlaku di semua barang cek out.",netral,updatemalah lemodsetelah cek out trus opsi kirim loading jaring bagus huff laku barang cek out
sangat membantu keinginan kita dalam belanja apapun,positif,bantu belanja apa
is the best shopee,positif,is the best shopee
Aman aman aja.,positif,aman aman
good apk,positif,good aplikasi
casnuri..,negatif,casnuri
kenapa saya tidak bisa membatalkan pesanan yang cod kenapa kak tolong bantu saya dan itu aja terimakasih,negatif,batal pesan cod kak tolong bantu terimakasih
Good job Semoga lebih banyak gratis ongkirnya.,positif,good job moga gratis ongkirnya
"paket lama datang , kecewa.",netral,paket kecewa
Sangattttttt bagusss,positif,sangattttttt bagusss
harusnya semua pinjaman apapun bentuknya harus sepengetahuan pasangan,negatif,pinjam apa bentuk tahu pasang
